iter	Logloss
330	0.2297097404
331	0.2296702403
332	0.2295677041
333	0.2294584166
334	0.2293824682
335	0.2293210012
336	0.2292772257
337	0.2292740588
338	0.2291360099
339	0.2291268547
340	0.2290487038
341	0.2290033448
342	0.2289713446
343	0.2289435765
344	0.2289419642
345	0.2289392147
346	0.2288745376
347	0.2288562991
348	0.2288480939
349	0.2287158174
350	0.2287003571
351	0.2286724738
352	0.2286409774
353	0.2286379112
354	0.2286205364
355	0.2285059083
356	0.2284310107
357	0.2283956276
358	0.2283808582
359	0.2283808582
360	0.2283105238
361	0.2282349209
362	0.2282201083
363	0.2281587421
364	0.2281125483
365	0.2279771337
366	0.2279234976
367	0.2278740361
368	0.2278738634
369	0.2277698157
370	0.2277655691
371	0.2277501808
372	0.2276828694
373	0.2276803646
374	0.2276658112
375	0.2275793687
376	0.2275738986
377	0.227559849
378	0.2275434818
379	0.2274864917
380	0.2274254853
381	0.2273412165
382	0.2271582981
383	0.2270601668
384	0.2269270123
385	0.2269188647
386	0.226882949
387	0.2267066524
388	0.2266132139
389	0.2265636516
390	0.2265400149
391	0.2264194848
392	0.2263713045
393	0.2263522454
394	0.2262623769
395	0.2261920281
396	0.2261531326
397	0.2261212763
398	0.2260438595
399	0.225914894
400	0.2258356922
401	0.225810472
402	0.2257332712
403	0.2257190776
404	0.2256791313
405	0.2255800067
406	0.225505397
407	0.2254524663
408	0.2254292182
409	0.225374229
410	0.2252735498
411	0.225190447
412	0.2250733573
413	0.2250566447
414	0.2249833161
415	0.224951978
416	0.2248978237
417	0.2248536308
418	0.2248280219
419	0.2246917581
420	0.2246548923
421	0.2246363946
422	0.2245283307
423	0.2243849556
424	0.2243520341
425	0.2243188102
426	0.2242366719
427	0.2241559874
428	0.2241305657
429	0.2241026249
430	0.224093412
431	0.2240772175
432	0.2240772463
433	0.2239958565
434	0.2239491013
435	0.2239013384
436	0.223853921
437	0.2237974635
438	0.2237566102
439	0.2235958747
440	0.2235516242
441	0.2235480542
442	0.2235113468
443	0.2234780078
444	0.2234623315
445	0.2233876066
446	0.2232926998
447	0.2231818433
448	0.2230530937
449	0.2230048701
450	0.2229423667
451	0.222922847
452	0.2228514329
453	0.2228369947
454	0.2227967316
455	0.2227737283
456	0.2226728907
457	0.2226555878
458	0.2225623941
459	0.2224984799
460	0.2224527035
461	0.2223367511
462	0.2222460909
463	0.2222340422
464	0.2222088508
465	0.2221827957
466	0.2221592165
467	0.2221558193
468	0.2220971161
469	0.2220925097
470	0.2220082553
471	0.2219305362
472	0.2218606049
473	0.2218412291
474	0.221832333
475	0.2218245308
476	0.2217498779
477	0.2217015248
478	0.2217014097
479	0.2216317375
480	0.221588581
481	0.2215802031
482	0.2215453526
483	0.2214258734
484	0.2213746989
485	0.2212725369
486	0.2212654977
487	0.2212569903
488	0.221236031
489	0.2211857346
490	0.2211654375
491	0.2210827234
492	0.2210040974
493	0.2209849232
494	0.2209723131
495	0.2209487051
496	0.2209083845
497	0.2207584021
498	0.2206448681
499	0.2206429823
500	0.2205915631
501	0.2205221788
502	0.2205156866
503	0.2205085035
504	0.2204782594
505	0.2204651167
506	0.220452377
507	0.2204393207
508	0.2203582476
509	0.2203492075
510	0.2202777071
511	0.2202500541
512	0.2202435763
513	0.2202277705
514	0.2201645473
515	0.2201645473
516	0.220153895
517	0.220143876
518	0.2200682154
519	0.220048379
520	0.2200401594
521	0.220029176
522	0.2199030462
523	0.2198022519
524	0.2197608804
525	0.2196844857
526	0.2196167568
527	0.2195748239
528	0.2194896194
529	0.2194625279
530	0.2194421732
531	0.2193775969
532	0.2193600205
533	0.2192907513
534	0.2192645091
535	0.2192373024
536	0.2191976583
537	0.2191810752
538	0.219085607
539	0.2190462508
540	0.2190419323
541	0.2190101767
542	0.2190085645
543	0.2189664445
544	0.21895608
545	0.218908749
546	0.218905323
547	0.2188632029
548	0.2188369463
549	0.218821889
550	0.2188178296
551	0.2188055938
552	0.2188025996
553	0.2187678499
554	0.2187301348
555	0.2186871655
556	0.218653265
557	0.2185148131
558	0.2184487109
559	0.2183820041
560	0.2183601811
561	0.2182601929
562	0.2182198578
563	0.2181461982
564	0.2180831189
565	0.2180803695
566	0.2180804559
567	0.2180762237
568	0.2180030679
569	0.2179955393
570	0.2179403053
571	0.2179404205
572	0.2178715112
573	0.2178221649
574	0.2177705873
575	0.2177289567
576	0.217702844
577	0.2176668851
578	0.2176654744
579	0.2176215982
580	0.2176113776
581	0.217568869
582	0.217558922
583	0.217558922
584	0.2174727962
585	0.2173585568
586	0.2173055397
587	0.2173054677
588	0.2172732659
589	0.2171954317
590	0.217194424
591	0.21711849
592	0.2170071296
593	0.2169663915
594	0.2169569195
595	0.2169018727
596	0.2168353962
597	0.2168346909
598	0.21667456
599	0.2166366865
600	0.2165888372
601	0.2164900006
602	0.2164169312
603	0.2163596531
604	0.2163578537
605	0.216354255
606	0.2163176914
607	0.2162882967
608	0.2162593914
609	0.2162162493
610	0.2162098579
611	0.2161718692
612	0.2160968277
613	0.216080115
614	0.216005131
615	0.2159587788
616	0.2159328821
617	0.2158953829
618	0.2158747115
619	0.2157389371
620	0.2156881944
621	0.2156881944
622	0.215649011
623	0.2155796843
624	0.2155207508
625	0.2154525469
626	0.2153818238
627	0.2153370119
628	0.2152232908
629	0.2151656241
630	0.2151494008
631	0.2151427647
632	0.2151387053
633	0.2151386045
634	0.2151164649
635	0.2151164361
636	0.2151152989
637	0.2150276904
638	0.2149988426
639	0.2148882596
640	0.2148316005
641	0.2147940006
642	0.2147795767
643	0.214736593
644	0.2146638402
645	0.2145758431
646	0.2145493273
647	0.2144647274
648	0.2143802427
649	0.2142980036
650	0.2141917103
651	0.2141763651
652	0.2141213327
653	0.2140794574
654	0.2140108073
655	0.2139192977
656	0.2139135109
657	0.2138493664
658	0.2137525738
659	0.2136410551
660	0.2136410407
661	0.2136024331
662	0.2135355536
663	0.2134693362
664	0.2134607423
665	0.2133294735
666	0.2133294735
667	0.2132723538
668	0.2132307233
669	0.2132224605
670	0.2131600434
671	0.2130920698
672	0.2130555783
673	0.2130121915
674	0.2129492994
675	0.21288075
676	0.212863044
677	0.2128592149
678	0.2128080836
679	0.2127453786
680	0.2127185174
681	0.2126537971
682	0.2126025794
683	0.2126024354
684	0.2125922293
685	0.2124668625
686	0.2124540653
687	0.2123980108
688	0.2123244232
689	0.2123020964
690	0.2122758541
691	0.2122545926
692	0.2121772334
693	0.2121049125
694	0.2120427258
695	0.2120427546
696	0.2119022297
697	0.2118738426
698	0.2118096981
699	0.2117645264
700	0.2117373484
701	0.2116606802
702	0.2115822846
703	0.2115190038
704	0.2114006762
705	0.2114006618
706	0.2112699977
707	0.2112397536
708	0.2112100277
709	0.2111416079
710	0.211116143
711	0.2110577277
712	0.2109353839
713	0.2108761769
714	0.2107879927
715	0.2107545961
716	0.2107001826
717	0.2106245221
718	0.2106244357
719	0.2105574122
720	0.2104592089
721	0.2103834764
722	0.2102911319
723	0.2101566243
724	0.2100703977
725	0.2100090459
726	0.2099571804
727	0.2098861262
728	0.2098363337
729	0.2098081913
730	0.2097393972
731	0.2096958088
732	0.2096125189
733	0.2095657061
734	0.209533058
735	0.2094695181
736	0.2093710845
737	0.2093557682
738	0.2093043489
739	0.2092898387
740	0.2092246577
741	0.209224629
742	0.2091681426
743	0.2091067332
744	0.2090284959
745	0.2089737514
746	0.2089034746
747	0.2088126848
748	0.2087329217
749	0.2086582544
750	0.2085596193
751	0.2085071348
752	0.2084547223
753	0.2083953713
754	0.2083245619
755	0.208234204
756	0.2081796322
757	0.2081062317
758	0.2079655053
759	0.2079176417
760	0.207792059
761	0.2077581154
762	0.2077038747
763	0.2076486983
764	0.2075445931
765	0.2074423016
766	0.2073575578
767	0.2073538006
768	0.2073284509
769	0.2072199264
770	0.2071550045
771	0.2071066802
772	0.2070444359
773	0.2069752675
774	0.2069119148
775	0.2068442147
776	0.2067326384
777	0.2066338017
778	0.2065484965
779	0.2064849422
780	0.2064347321
781	0.2063829818
782	0.2063015056
783	0.2062014886
784	0.2061175652
785	0.206060791
786	0.2059462925
787	0.2059075553
788	0.2058397977
789	0.2057100404
790	0.2056308099
791	0.2055984209
792	0.2055027224
793	0.2054524836
794	0.2054403485
795	0.2053774852
796	0.2052716381
797	0.2051729598
798	0.2051174812
799	0.205063586
800	0.2050058617
801	0.2048347473
802	0.2047431514
803	0.2046424722
804	0.2045642781
805	0.2044853066
806	0.2044330381
807	0.2043541386
808	0.2042538049
809	0.2041722568
810	0.2041355349
811	0.204077753
812	0.2039924478
813	0.2039335143
814	0.2038563854
815	0.2037467525
816	0.2036934043
817	0.2036350178
818	0.2034763552
819	0.2033969519
820	0.2033051689
821	0.2032506979
822	0.2031858048
823	0.2030953605
824	0.2030252133
825	0.2029291405
826	0.2028412729
827	0.2027992968
828	0.2027565146
829	0.2026689349
830	0.202517801
831	0.2024640497
832	0.2024132495
833	0.2023561874
834	0.2022563574
835	0.202192141
836	0.2020824216
837	0.2020149375
838	0.2019279624
839	0.2018789615
840	0.2017924759
841	0.2017612385
842	0.2017128423
843	0.2016285878
844	0.2015769383
845	0.2015094973
846	0.2014739558
847	0.2014236018
848	0.2013776383
849	0.2013499278
850	0.2012823429
851	0.2012304198
852	0.2011561268
853	0.2011112429
854	0.2010632209
855	0.2010108804
856	0.2009637221
857	0.2008742135
858	0.2008191235
859	0.2007528917
860	0.2007306081
861	0.200670667
862	0.2006199963
863	0.2005619553
864	0.2004794715
865	0.200418062
866	0.2003650018
867	0.2003228529
868	0.2002426004
869	0.2001618295
870	0.2001172911
871	0.2000559681
872	0.2000119335
873	0.1999689642
874	0.1999128234
875	0.1998847961
876	0.1998107334
877	0.1997827782
878	0.1997621068
879	0.1997204619
880	0.1996508904
881	0.199582341
882	0.1995150584
883	0.1994611344
884	0.1993824509
885	0.1993400718
886	0.1993055668
887	0.1992282795
888	0.1991750321
889	0.1991219575
890	0.1990706822
891	0.1989389528
892	0.1989010793
893	0.1988574622
894	0.1987947572
895	0.1987353487
896	0.198670614
897	0.1986210949
898	0.1985724251
899	0.1984976858
900	0.1984488577
901	0.1983781491
902	0.1983136735
903	0.1982738423
904	0.1982094963
905	0.1981898758
906	0.1981150213
907	0.1980385834
908	0.1979654276
909	0.1979178087
910	0.1978887018
911	0.1978492449
912	0.1978203396
913	0.1977736563
914	0.1977413249
915	0.1976896466
916	0.1976707315
917	0.1975983818
918	0.1975277451
919	0.1974892382
920	0.1974520413
921	0.1974172916
922	0.19734356
923	0.1973065358
924	0.1972617383
925	0.1971983136
926	0.1971668459
927	0.1970958494
928	0.1970533407
929	0.1970200161
930	0.1969820994
931	0.1969511788
932	0.1969177534
933	0.1969004217
934	0.1968568334
935	0.1968211048
936	0.1967517493
937	0.1967090247
938	0.1966700716
939	0.1966286713
940	0.1965678665
941	0.1964997058
942	0.196464481
943	0.1964242035
944	0.1964021791
945	0.1963424827
946	0.1962754304
947	0.1962090258
948	0.1961431539
949	0.196109671
950	0.196092656
951	0.1960275038
952	0.1959916601
953	0.1959750913
954	0.1959444442
955	0.1959282065
956	0.1958638317
957	0.1957987371
958	0.195741128
959	0.1956639272
960	0.1956430255
961	0.1955802198
962	0.1955243237
963	0.19546123
964	0.1954453234
965	0.1954239467
966	0.195362379
967	0.1953227061
968	0.1952866176
969	0.1952526165
970	0.1952142392
971	0.1951814472
972	0.1951551617
973	0.1950941266
974	0.1950731241
975	0.1950578941
976	0.1949982265
977	0.1949352624
978	0.1948999369
979	0.1948458114
980	0.1947918586
981	0.1947319175
982	0.1947056033
983	0.1946807573
984	0.1946201828
985	0.1945621131
986	0.194503669
987	0.1944461175
988	0.1944117132
989	0.1943808646
990	0.1943286536
991	0.1943140426
992	0.1942889088
993	0.1942322065
994	0.1941765551
995	0.1941204863
996	0.1940888891
997	0.1940595519
998	0.1940446962
999	0.1939904555
